"","CASE","SERIAL","REF","QUESTNNR","MODE","STARTED","BF01_01","BF01_02","BF01_03","BF01_04","BF01_05","BF01_06","BF01_07","BF01_08","BF01_09","BF01_10","BF01_11","BF01_12","BF01_13","BF01_14","BF01_15","CP01_01","CP01_02","CP01_03","CP01_04","CP01_05","CP01_06","CP01_07","CP01_08","CP01_09","CP01_10","CP01_11","DD01_01","DD02","DD03","DD04","NA01_01","NA01_02","NA01_03","NA01_04","NA01_05","NA01_06","NA01_07","NA01_08","NA01_09","NA01_10","NA01_11","NA01_12","NA01_13","NA01_14","NA01_15","NA01_16","NA01_17","NA01_18","NP01_01","NP01_02","NP01_03","NP01_04","NP01_05","NP01_06","NP01_07","NP01_08","NP01_09","NP01_10","NP01_11","NP01_12","NP01_13","NP01_14","NP01_15","NP01_16","SE01_01","SE01_02","SE01_03","SE01_04","SE01_05","SE01_06","SE01_07","SE01_08","SE01_09","SE01_10","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI"
"264",674,NA,NA,"NARQ","interview",2024-11-26 19:04:02,2,4,2,4,3,5,2,2,1,4,5,3,5,3,4,4,4,2,1,1,3,4,3,2,1,3,20,1,2,1,4,2,2,2,5,1,5,3,1,3,4,3,1,1,3,2,1,5,2,2,1,1,2,2,2,1,1,2,1,2,1,1,2,1,3,2,3,4,2,1,4,3,2,3,7,13,59,65,40,92,37,24,337,NA,2024-11-26 19:09:39,1,0,8,8,0,0,1.46
"265",676,NA,NA,"NARQ","interview",2024-11-26 19:08:15,3,5,4,4,5,3,1,2,2,1,4,4,5,4,4,2,2,2,2,2,2,1,1,1,1,4,36,1,2,3,5,4,3,1,6,3,3,3,1,1,2,1,1,1,3,3,1,6,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,4,1,3,4,1,2,4,2,2,4,40,21,110,130,187,118,73,36,715,NA,2024-11-26 19:20:10,1,0,8,8,0,0,0.71
"266",679,NA,NA,"NARQ","interview",2024-11-26 19:22:15,3,5,4,5,3,5,3,3,3,2,4,4,5,4,4,3,3,5,3,4,3,3,4,1,2,2,18,1,1,1,5,4,5,3,6,3,5,5,2,2,4,3,3,1,5,4,1,4,2,2,2,2,2,1,1,2,2,2,1,2,1,1,2,2,3,1,3,4,1,1,4,3,1,4,53,25,101,170,59,174,79,14,675,NA,2024-11-26 19:33:30,1,0,8,8,0,0,0.8
"267",681,NA,NA,"NARQ","interview",2024-11-26 19:36:02,2,4,1,4,1,5,3,1,2,4,4,3,4,4,5,4,4,4,4,3,3,2,4,3,4,2,43,2,2,5,5,4,5,3,6,3,5,5,3,4,3,3,2,1,5,5,2,5,1,2,1,1,1,2,1,2,1,2,1,2,2,1,2,1,4,1,3,4,2,1,4,3,2,4,20,83,148,157,91,179,111,7,796,NA,2024-11-26 19:49:18,1,0,8,8,0,0,0.86
"268",683,NA,NA,"NARQ","interview",2024-11-26 19:47:20,3,5,2,4,5,3,2,-9,-9,3,4,2,5,3,4,4,2,3,1,1,1,5,5,1,2,5,24,1,1,1,2,1,2,2,5,1,3,1,1,1,6,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,1,2,1,2,2,4,1,4,4,4,1,4,1,1,4,3,10,53,93,1357,108,61,18,403,NA,2024-11-26 20:15:43,1,0,8,8,4,4,1.4
"269",686,NA,NA,"NARQ","interview",2024-11-26 20:10:54,5,5,4,4,5,3,3,4,5,4,2,3,5,1,3,3,3,4,2,2,1,4,5,2,2,5,22,1,1,1,4,2,3,2,3,2,3,4,2,1,5,2,2,1,2,2,1,2,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,1,4,2,3,4,4,2,4,3,1,68,15,90,81,55,100,74,34,517,NA,2024-11-26 20:19:31,1,0,8,8,0,0,0.94
"270",689,NA,NA,"NARQ","interview",2024-11-26 20:13:25,1,4,4,5,3,4,1,2,2,4,4,4,4,4,4,4,3,3,1,2,2,3,2,1,3,2,41,1,2,3,5,3,4,2,5,1,5,4,1,2,4,2,4,1,4,4,1,5,1,2,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,3,1,4,3,2,3,15,22,107,136,97,150,75,14,616,NA,2024-11-26 20:23:41,1,0,8,8,0,0,0.88
"271",693,NA,NA,"NARQ","interview",2024-11-26 20:21:48,3,4,2,2,4,3,1,3,1,1,4,2,5,3,3,2,2,2,2,2,1,2,3,1,1,3,56,1,2,1,5,5,3,1,5,1,5,2,1,1,3,1,-9,1,2,2,1,5,1,-9,2,2,2,-9,-9,-9,-9,2,-9,1,2,1,2,1,3,1,3,3,1,1,4,1,3,3,24,39,127,75,71,81,57,23,497,NA,2024-11-26 20:30:05,1,0,8,8,9,9,0.92
"272",694,NA,NA,"NARQ","interview",2024-11-26 20:24:29,3,3,3,3,5,3,2,3,3,1,2,3,4,4,4,3,3,3,3,3,3,3,4,2,2,2,33,1,2,5,4,2,3,1,2,2,3,3,2,2,2,2,2,1,2,2,1,4,1,1,1,1,1,1,1,2,1,2,2,1,2,1,2,1,2,3,3,3,2,2,4,3,3,3,6,15,64,68,41,95,82,14,385,NA,2024-11-26 20:30:54,1,0,8,8,1,1,1.4
"273",695,NA,NA,"NARQ","interview",2024-11-26 20:25:02,4,4,4,5,4,2,3,3,4,2,4,2,4,2,4,3,3,3,2,2,3,2,2,1,1,4,30,1,1,3,3,2,2,2,5,4,3,1,2,2,4,2,2,1,1,1,1,3,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,2,2,3,4,4,3,36,15,55,143,29,64,31,22,395,NA,2024-11-26 20:31:37,1,0,8,8,0,0,1.35
"274",697,NA,NA,"NARQ","interview",2024-11-26 20:29:32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24,NA,NA,NA,NA,NA,NA,60,NA,2024-11-26 20:30:32,0,0,2,2,0,0,0.6
"275",700,NA,NA,"NARQ","interview",2024-11-26 20:30:34,4,4,2,3,4,4,2,4,3,3,3,3,5,2,3,3,3,5,2,4,2,5,4,1,2,3,20,1,2,1,3,1,3,3,5,3,4,4,3,3,4,3,5,3,4,3,4,5,1,1,1,2,1,2,1,-9,1,2,2,1,2,2,2,1,3,1,3,4,2,2,4,1,2,3,4,18,81,108,88,101,77,18,495,NA,2024-11-26 20:38:49,1,0,8,8,1,1,1.25
"276",703,NA,NA,"NARQ","interview",2024-11-26 20:30:56,4,4,2,4,3,2,1,3,3,1,4,4,5,3,4,1,1,1,1,2,1,1,1,1,1,5,21,1,1,1,3,1,1,1,5,1,1,2,1,-9,5,1,2,1,1,1,1,3,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,2,2,2,3,2,3,15,19,239,126,53,126,191,19,788,NA,2024-11-26 20:44:04,1,0,8,8,1,1,0.82
"277",704,NA,NA,"NARQ","interview",2024-11-26 20:31:50,2,4,2,3,4,4,3,3,2,2,4,3,4,3,4,4,4,3,3,3,3,3,2,2,3,3,57,1,2,5,4,4,4,4,4,3,5,5,3,5,4,3,3,1,5,4,1,5,2,2,2,1,1,2,1,2,2,2,1,2,2,1,2,2,3,3,3,3,3,2,3,3,2,3,4,16,56,64,34,89,40,9,312,NA,2024-11-26 20:37:02,1,0,8,8,0,0,1.79
"278",705,NA,NA,"NARQ","interview",2024-11-26 20:32:23,3,4,4,5,5,2,4,3,2,2,4,2,4,2,4,3,3,3,4,4,2,4,2,1,2,5,21,1,1,1,3,1,4,5,6,3,4,2,4,3,6,3,2,1,4,2,1,3,2,1,1,2,1,1,1,2,1,1,2,1,2,1,2,1,3,2,3,4,3,2,4,4,3,4,11,23,110,158,122,215,70,62,771,NA,2024-11-26 20:45:14,1,0,8,8,0,0,0.71
"279",707,NA,NA,"NARQ","interview",2024-11-26 20:33:08,1,5,2,1,5,4,1,4,1,2,5,5,5,5,5,1,1,1,1,1,1,4,1,1,1,4,44,1,2,3,5,5,3,1,6,1,5,5,1,1,1,1,1,1,1,1,1,6,1,1,1,2,2,2,1,2,1,2,2,2,1,1,2,1,4,2,4,4,1,1,4,2,1,4,35,20,813,353,52,121,69,29,770,NA,2024-11-26 20:58:00,1,0,8,8,0,0,0.68
"280",713,NA,NA,"NARQ","interview",2024-11-26 20:38:39,4,4,3,5,4,3,3,2,4,1,4,2,5,1,5,4,3,4,2,3,3,4,5,1,2,4,21,1,2,1,4,4,4,1,5,3,3,5,1,4,6,1,3,1,5,4,2,4,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,3,1,3,4,2,1,4,4,2,3,42,21,101,151,93,163,73,66,710,NA,2024-11-26 20:50:29,1,0,8,8,0,0,0.67
"281",714,NA,NA,"NARQ","interview",2024-11-26 20:41:31,2,3,2,3,4,4,4,2,2,2,3,2,4,3,4,3,4,3,2,2,3,3,2,1,2,5,21,1,2,1,3,3,2,2,3,2,4,3,1,1,4,2,1,1,4,4,1,5,1,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,3,2,3,3,2,2,3,4,2,3,14,16,69,88,54,106,60,35,442,NA,2024-11-26 20:48:54,1,0,8,8,0,0,1.06
"282",715,NA,NA,"NARQ","interview",2024-11-26 20:42:55,4,3,1,4,4,4,2,2,5,5,2,4,5,3,4,5,4,5,5,5,5,5,5,2,3,4,28,1,1,3,4,4,4,5,6,6,5,5,4,6,6,4,3,1,4,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,2,1,4,4,3,2,32,18,77,77,42,128,55,30,459,NA,2024-11-26 20:50:34,1,0,8,8,0,0,1.02
"283",717,NA,NA,"NARQ","interview",2024-11-26 20:44:54,4,4,3,1,3,2,4,3,1,4,5,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,19,101,72791,NA,NA,NA,NA,236,NA,2024-11-27 17:00:13,0,0,4,4,0,0,0.93
"284",719,NA,NA,"NARQ","interview",2024-11-26 20:45:50,1,5,1,5,4,5,1,1,4,5,5,4,5,3,5,1,1,3,2,1,3,1,1,1,1,1,52,1,1,4,6,6,6,1,5,1,5,6,1,1,1,1,1,1,5,6,1,6,1,2,2,1,2,2,1,1,2,2,2,2,1,2,1,2,4,1,4,4,1,1,4,4,3,2,65,41,127,157,90,217,83,16,796,NA,2024-11-26 20:59:06,1,0,8,8,1,1,0.66
"285",720,NA,NA,"NARQ","interview",2024-11-26 20:54:14,4,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,5,5,-9,5,3,3,1,1,1,3,1,1,1,5,49,1,2,3,-9,-9,-9,-9,6,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,6,1,1,1,2,2,2,2,1,1,2,2,1,2,1,2,1,4,-9,3,3,-9,-9,3,4,-9,3,33,28,127,73,105,183,69,26,644,NA,2024-11-26 21:04:58,1,0,8,8,43,43,0.77
"286",724,NA,NA,"NARQ","interview",2024-11-26 20:56:17,3,4,2,2,3,2,2,2,2,3,4,3,4,4,3,3,3,2,1,1,2,2,2,1,-9,4,38,1,1,5,3,4,3,2,5,2,2,4,1,1,1,2,2,2,3,2,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,53,75,141,85,185,NA,NA,546,NA,2024-11-26 21:05:23,0,0,6,6,2,2,0.9
"287",726,NA,NA,"NARQ","interview",2024-11-26 20:58:06,2,5,1,2,4,4,1,1,1,3,4,3,4,4,3,1,1,3,1,1,1,3,2,1,1,4,50,1,2,5,4,3,2,1,4,1,3,3,1,1,1,1,1,1,1,2,1,6,1,1,1,2,2,2,1,1,1,2,2,1,2,1,2,1,3,1,3,3,1,1,4,1,2,4,25,24,121,232,79,239,66,26,812,NA,2024-11-26 21:11:38,1,0,8,8,1,1,0.68
"288",729,NA,NA,"NARQ","interview",2024-11-26 21:02:15,3,4,2,3,4,3,2,2,2,1,4,3,4,4,5,3,3,2,2,3,2,3,4,2,2,4,50,1,2,5,5,3,3,3,5,2,4,4,1,1,1,3,1,1,1,2,1,5,1,1,1,1,2,2,1,1,1,2,2,2,2,1,2,1,4,1,4,-9,1,1,4,1,1,4,18,14,95,88,55,119,208,31,628,NA,2024-11-26 21:12:43,1,0,8,8,3,2,0.92
"289",731,NA,NA,"NARQ","interview",2024-11-26 21:04:05,2,5,3,4,5,4,1,2,1,1,5,4,5,4,4,4,3,3,2,2,3,2,2,1,1,5,22,1,2,3,5,3,4,3,5,2,5,5,2,2,5,3,2,1,3,4,1,5,2,2,2,2,2,2,1,2,1,2,1,1,2,1,2,2,4,2,4,3,1,1,4,3,1,3,11,15,337,75,39,99,39,29,644,NA,2024-11-26 21:14:49,1,0,8,8,0,0,1.14
"290",732,NA,NA,"NARQ","interview",2024-11-26 21:05:18,4,4,4,5,3,2,4,5,5,3,3,2,4,3,4,4,4,4,2,4,4,3,4,2,3,5,33,2,2,5,1,1,5,5,2,5,4,2,4,4,4,4,5,3,4,3,4,5,1,1,2,2,2,1,2,2,1,1,1,1,2,1,2,1,1,4,2,1,2,4,2,4,4,2,47,22,153,223,392,186,126,33,847,NA,2024-11-26 21:25:00,1,0,8,8,0,0,0.52
"291",736,NA,NA,"NARQ","interview",2024-11-26 21:07:14,1,5,1,2,5,1,1,1,1,4,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,35,7198,NA,NA,NA,NA,NA,139,NA,2024-11-26 23:08:00,0,0,3,3,0,0,0.51
"292",738,NA,NA,"NARQ","interview",2024-11-26 21:08:50,2,4,5,2,4,3,3,5,4,1,3,3,4,3,3,2,1,2,3,2,2,3,3,1,1,3,37,1,2,3,4,2,1,1,3,1,2,2,1,1,4,1,1,1,3,2,1,4,1,2,1,2,2,2,2,2,1,2,2,1,2,1,2,1,3,3,4,4,2,2,3,4,1,3,4,12,77,75,51,132,56,23,430,NA,2024-11-26 21:16:01,1,0,8,8,0,0,1.42
"293",740,NA,NA,"NARQ","interview",2024-11-26 21:13:48,3,2,5,3,5,3,2,3,4,4,1,4,4,2,5,3,4,2,3,2,1,2,1,2,3,5,61,1,2,3,3,6,2,6,2,5,1,6,5,3,6,6,3,5,2,5,5,1,2,1,2,2,2,1,1,2,1,2,2,2,2,1,2,1,1,2,2,3,2,3,4,3,3,2,25,30,125,511,89,179,100,25,1084,NA,2024-11-26 21:31:52,1,0,8,8,0,0,0.6
"294",742,NA,NA,"NARQ","interview",2024-11-26 21:14:36,1,2,3,3,5,3,2,2,2,1,3,3,4,4,3,3,4,4,2,3,3,3,5,2,2,5,37,2,2,5,4,2,2,1,2,5,5,2,5,1,3,1,1,1,1,4,1,3,1,1,1,2,2,2,1,2,1,1,1,1,2,1,2,1,3,2,3,4,2,2,3,4,3,3,11,15,115,170,105,184,57,16,673,NA,2024-11-26 21:25:49,1,0,8,8,0,0,0.92
"295",747,NA,NA,"NARQ","interview",2024-11-26 21:22:37,1,5,4,1,5,3,1,2,1,1,4,4,5,5,5,1,1,2,1,1,1,2,1,1,1,1,50,1,2,5,5,2,3,1,5,1,3,1,1,1,1,1,1,1,2,2,1,5,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,3,1,4,4,1,1,4,2,1,4,5,20,76,75,35,132,54,21,418,NA,2024-11-26 21:29:35,1,0,8,8,0,0,1.33
"296",748,NA,NA,"NARQ","interview",2024-11-26 21:23:24,2,4,4,2,3,3,3,5,2,4,5,5,4,4,5,3,4,5,2,3,4,1,3,1,1,1,20,1,2,1,4,2,5,2,6,4,4,3,3,4,5,2,1,1,4,5,1,5,2,2,1,2,2,2,1,2,1,2,1,1,1,1,2,1,2,3,3,2,3,1,2,4,2,2,36,13,54,55,32,42,40,12,284,NA,2024-11-26 21:28:08,1,0,8,8,0,0,1.67
"297",750,NA,NA,"NARQ","interview",2024-11-26 21:30:40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,NA,NA,NA,NA,NA,NA,35,NA,2024-11-26 21:31:15,0,0,2,2,0,0,1.07
"298",751,NA,NA,"NARQ","interview",2024-11-26 21:32:23,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,23,110,109,NA,NA,NA,NA,320,NA,2024-11-26 21:37:43,0,0,4,4,100,100,0.72
"299",752,NA,NA,"NARQ","interview",2024-11-26 21:33:19,2,3,3,3,1,2,3,4,3,2,4,4,3,4,4,1,1,1,3,3,4,2,4,2,3,5,38,1,1,5,3,1,3,4,5,1,4,1,1,1,4,3,1,1,1,1,1,2,1,2,2,1,2,2,1,2,1,1,2,1,2,1,2,1,3,2,3,4,2,1,4,4,3,3,37,40,163,145,69,199,74,6,733,NA,2024-11-26 21:45:32,1,0,8,8,1,1,0.92
"300",755,NA,NA,"NARQ","interview",2024-11-26 21:36:41,2,4,1,4,2,3,1,1,1,2,5,3,5,4,4,1,3,2,1,1,1,1,1,1,1,5,32,1,2,5,6,6,6,1,6,1,2,6,1,1,1,1,1,1,6,3,1,6,1,1,2,2,2,2,1,2,1,2,2,1,2,1,2,1,4,1,4,4,1,1,4,3,1,4,7,21,60,67,78,110,42,14,399,NA,2024-11-26 21:43:20,1,0,8,8,0,0,1.31
"301",758,NA,NA,"NARQ","interview",2024-11-26 22:04:06,2,5,2,2,5,3,1,2,1,2,4,3,5,4,4,3,2,1,1,3,1,3,2,1,1,1,39,1,2,5,4,3,3,2,5,1,5,2,1,1,2,1,1,1,1,1,1,6,1,2,1,2,2,2,2,2,2,2,1,2,2,1,2,1,3,2,3,3,2,2,2,3,3,3,10,34,121,131,64,175,77,30,642,NA,2024-11-26 22:14:48,1,0,8,8,0,0,0.8
"302",759,NA,NA,"NARQ","interview",2024-11-26 22:08:22,2,3,2,4,5,4,4,3,2,1,4,1,4,4,3,5,5,4,4,4,4,4,5,3,3,4,20,2,2,1,6,2,5,4,6,4,5,5,5,4,3,3,5,3,6,5,6,4,2,2,2,1,1,2,2,1,1,1,1,2,1,2,2,2,4,1,3,3,1,1,3,1,3,3,15,11,49,213,29,127,218,16,678,NA,2024-11-26 22:19:41,1,0,8,8,0,0,1.19
"303",762,NA,NA,"NARQ","interview",2024-11-26 22:49:05,5,4,4,3,4,3,2,5,4,1,3,2,4,4,4,5,5,2,1,1,2,5,2,2,2,4,21,2,1,1,2,5,2,2,5,3,3,2,3,4,3,1,6,1,2,4,4,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,4,2,4,3,3,2,4,3,2,5144,19,78,100,52,99,57,9,426,NA,2024-11-27 00:21:43,1,0,8,8,0,0,1.11
"304",764,NA,NA,"NARQ","interview",2024-11-27 01:01:50,2,4,4,5,4,2,2,5,3,3,4,2,3,1,2,3,3,3,2,2,4,2,2,1,2,3,21,1,2,1,4,2,3,2,4,2,5,3,2,2,5,2,1,1,3,2,1,4,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,3,3,3,2,3,2,4,2,2,4,14,54,59,41,89,42,41,344,NA,2024-11-27 01:07:34,1,0,8,8,0,0,1.58
"305",765,NA,NA,"NARQ","interview",2024-11-27 05:37:03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,28,NA,NA,NA,NA,NA,NA,38,NA,2024-11-27 05:37:41,0,0,2,2,0,0,0.98
"306",766,NA,NA,"NARQ","interview",2024-11-27 05:42:43,4,3,2,4,4,2,1,2,3,2,4,2,5,3,5,4,4,3,1,2,2,2,2,1,1,4,43,1,2,5,5,2,3,1,6,1,3,4,1,1,3,1,1,1,5,3,1,6,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,2,3,1,3,3,1,1,4,3,2,4,9,27,129,166,65,262,69,16,743,NA,2024-11-27 05:55:06,1,0,8,8,1,1,0.86
"307",772,NA,NA,"NARQ","interview",2024-11-27 07:03:48,5,3,2,4,3,2,3,4,4,1,1,3,4,3,4,1,1,3,1,2,1,2,4,1,1,4,41,2,2,3,3,2,3,2,3,2,2,1,1,1,3,1,3,1,1,1,1,2,1,1,2,2,2,2,1,2,1,2,2,1,2,1,1,1,2,2,3,3,2,1,3,3,3,3,29,16,106,151,64,127,62,35,590,NA,2024-11-27 07:13:38,1,0,8,8,1,1,0.83
"308",773,NA,NA,"NARQ","interview",2024-11-27 07:11:19,4,4,3,4,5,3,4,5,5,-9,3,2,3,2,4,4,3,3,2,4,4,3,4,2,2,4,27,1,2,3,5,4,3,4,4,5,3,4,3,2,4,3,4,2,4,3,5,5,1,2,2,2,2,1,2,2,1,1,2,1,2,1,2,2,3,2,3,3,2,3,4,3,3,4,73,20,826,224,62,155,65,36,726,NA,2024-11-27 07:35:40,1,0,8,8,1,1,0.62
"309",776,NA,NA,"NARQ","interview",2024-11-27 07:44:33,4,5,1,3,5,2,1,2,4,2,3,4,5,4,3,5,2,5,1,2,2,3,3,1,1,5,37,1,2,1,4,3,3,1,5,1,5,3,1,1,4,2,2,1,3,2,1,4,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,3,3,3,3,2,3,4,3,3,14,30,78,1221,42,81,76,17,447,NA,2024-11-27 08:10:32,1,0,8,8,0,0,0.95
"310",777,NA,NA,"NARQ","interview",2024-11-27 07:49:57,4,3,2,3,3,1,1,1,1,1,4,3,5,5,4,1,1,1,1,1,1,2,2,1,1,5,26,1,2,3,3,2,2,2,5,2,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,2,2,2,1,2,1,2,2,1,2,1,2,1,3,2,3,3,2,2,3,4,2,4,12,13,67,58,25,76,57,23,331,NA,2024-11-27 07:55:28,1,0,8,8,0,0,1.45
"311",778,NA,NA,"NARQ","interview",2024-11-27 07:51:16,2,5,3,5,4,3,3,3,3,2,4,3,4,3,3,3,4,3,3,5,4,4,4,3,2,4,45,1,1,3,6,3,6,3,6,4,5,5,6,4,4,4,4,2,5,5,2,4,-9,-9,-9,1,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,-9,4,1,4,4,4,1,4,2,2,4,7,31,368,128,68,60,59,11,732,NA,2024-11-27 08:03:28,1,0,8,8,21,21,1.14
"312",780,NA,NA,"NARQ","interview",2024-11-27 08:04:10,3,3,4,3,3,3,3,4,4,2,3,2,4,3,4,4,4,4,3,4,3,2,3,2,2,2,45,1,2,3,3,3,4,4,5,4,4,4,4,3,5,2,3,2,3,4,2,4,1,1,1,1,1,2,1,1,1,2,2,1,2,1,2,1,3,2,3,3,2,2,3,3,2,3,6,22,155,222,95,173,96,51,820,NA,2024-11-27 08:17:50,1,0,8,8,0,0,0.79
"313",782,NA,NA,"NARQ","interview",2024-11-27 08:15:05,4,5,1,4,5,5,2,2,2,1,3,3,5,2,5,4,4,2,2,5,2,2,4,1,4,5,27,1,2,3,4,2,3,3,4,4,2,2,2,3,4,4,6,1,4,3,1,5,1,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,3,2,3,4,1,1,4,4,2,2,3,16,64,66,43,83,31,30,336,NA,2024-11-27 08:20:41,1,0,8,8,0,0,1.59
"314",783,NA,NA,"NARQ","interview",2024-11-27 08:18:56,1,4,2,2,5,3,2,1,1,1,4,4,4,4,4,1,1,1,2,4,2,1,1,1,1,4,34,1,2,3,4,3,3,1,5,1,4,5,1,1,2,1,1,1,4,3,1,5,1,1,2,2,2,1,1,1,1,2,2,1,2,1,1,2,3,1,3,2,1,1,4,3,1,3,3,15,58,275,37,99,46,8,541,NA,2024-11-27 08:27:57,1,0,8,8,1,1,1.61
"315",784,NA,NA,"NARQ","interview",2024-11-27 08:35:16,4,4,3,3,4,4,2,2,3,2,4,4,5,5,4,2,2,3,3,3,2,3,4,2,2,3,47,2,2,3,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,1,2,2,1,3,2,3,3,7,15,55,97,69,96,64,9,412,NA,2024-11-27 08:42:09,1,0,8,8,1,1,1.39
"316",788,NA,NA,"NARQ","interview",2024-11-27 09:07:43,2,5,1,4,5,2,1,5,3,2,4,3,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,15,105,NA,NA,NA,NA,NA,123,NA,2024-11-27 09:09:46,0,0,3,3,0,0,1.76
"317",792,NA,NA,"NARQ","interview",2024-11-27 09:26:50,4,4,4,4,4,1,4,4,4,1,3,4,5,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,26,87,301456,NA,NA,NA,NA,231,NA,2024-11-30 21:13:08,0,0,4,4,0,0,0.8
"318",795,NA,NA,"NARQ","interview",2024-11-27 09:33:42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13394,6,NA,NA,NA,NA,NA,NA,18,NA,2024-11-27 13:17:02,0,0,1,2,100,100,1.5
